Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK50,OUT049,2673.4973
FDG31,OUT045,959.9118
FDC60,OUT045,1407.8542
FDL36,OUT013,1383.3287
FDP21,OUT013,3206.514
FDW16,OUT045,1343.7896
FDX02,OUT017,3713.6252
FDQ58,OUT027,3873.9087
FDT51,OUT046,1784.0444
FDD59,OUT049,1328.317
NCM42,OUT018,1329.6545
FDA57,OUT018,432.04956
FDZ48,OUT035,1806.6969
FDE46,OUT045,2391.271
NCZ30,OUT019,342.9847
FDB56,OUT017,3200.876
FDA25,OUT027,2694.338
FDD20,OUT013,2138.0537
FDL25,OUT013,1463.7341
NCO18,OUT049,2929.475
FDJ45,OUT017,624.0206
FDR12,OUT035,2809.0889
NCF19,OUT010,51.88109
FDK25,OUT046,2714.702
NCR17,OUT046,1879.7882
FDC52,OUT046,2404.4097
NCA54,OUT017,3080.4053
FDR45,OUT010,622.5357
NCM19,OUT049,1903.4679
FDF39,OUT027,6174.932
FDX23,OUT049,1547.6116
FDD58,OUT027,2602.1797
FDX28,OUT013,1701.7347
NCD31,OUT013,2656.99
FDU57,OUT018,2377.2493
FDI27,OUT046,760.6481
NCM42,OUT046,1635.3481
FDD32,OUT027,2254.9192
FDI34,OUT013,3959.7366
NCM29,OUT049,2137.866
FDG46,OUT018,1645.8734
DRC01,OUT010,41.19623
FDB15,OUT027,6041.397
NCA17,OUT027,3817.8206
FDF10,OUT046,2416.1055
FDR26,OUT027,4558.8315
FDI02,OUT049,1932.0442
NCM54,OUT010,315.26068
FDF14,OUT013,2475.383
FDJ33,OUT010,320.1413
FDM20,OUT035,4165.8457
FDC03,OUT027,5275.61
NCX05,OUT046,1862.1698
NCM41,OUT027,2463.3403
NCU29,OUT010,336.86197
FDQ59,OUT017,1370.9127
FDH46,OUT010,254.35844
FDH09,OUT013,775.50354
NCD06,OUT045,744.9831
FDC15,OUT035,2435.6782
DRD37,OUT027,1380.0833
FDT28,OUT027,3881.9304
FDR28,OUT027,4285.0557
FDT38,OUT017,1349.5942
FDV34,OUT027,2064.4363
FDY52,OUT035,1081.8077
FDB34,OUT013,1346.8014
DRL23,OUT018,1441.4227
DRB24,OUT046,2448.6597
FDJ50,OUT046,939.7277
FDQ49,OUT035,2405.211
FDP20,OUT035,2082.5657
FDV19,OUT027,4266.3706
NCR54,OUT045,3095.756
FDO09,OUT010,805.9234
FDS57,OUT018,1990.5392
FDN10,OUT049,1877.9838
FDV23,OUT049,2147.892
FDY28,OUT049,3415.5063
DRG51,OUT013,2656.99
FDD45,OUT019,363.6271
NCL18,OUT027,5138.9966
NCM29,OUT013,2112.5696
FDF17,OUT027,5473.972
FDE22,OUT017,2678.5322
FDQ22,OUT017,694.03076
FDS01,OUT013,2953.057
FDW35,OUT027,1261.0266
FDJ33,OUT046,2084.5906
NCF54,OUT035,2801.7886
FDE09,OUT013,1778.1748
NCE06,OUT045,2258.3533
DRH49,OUT049,1292.1356
FDY43,OUT045,2731.3286
NCT05,OUT017,4029.4207
FDZ34,OUT045,3154.5125
FDL38,OUT017,1494.6997
FDZ31,OUT017,3179.4297
FDR14,OUT035,906.8329
NCN54,OUT049,1303.2324
NCC42,OUT027,3063.4827
FDK08,OUT017,1740.4197
FDP59,OUT013,1456.1929
FDV22,OUT035,2657.5168
FDD33,OUT035,3755.7961
DRE60,OUT027,5941.4634
FDK52,OUT046,3731.7136
FDA02,OUT017,2491.1108
FDM56,OUT049,1675.1233
FDE57,OUT035,2152.2476
FDM32,OUT045,1309.4036
NCQ30,OUT027,3031.2595
FDQ27,OUT027,2692.7969
FDT60,OUT027,3166.8733
FDU43,OUT049,3975.0618
NCO55,OUT035,1697.1807
FDG02,OUT045,3085.393
FDJ28,OUT013,3210.4321
FDP40,OUT045,1776.542
FDJ38,OUT045,3351.5383
NCC54,OUT017,3723.9087
NCZ41,OUT046,2025.555
FDK38,OUT019,293.8968
FDU52,OUT013,2430.8684
FDC40,OUT046,1182.5571
NCR30,OUT017,1123.2776
NCN18,OUT017,1914.7946
FDB50,OUT035,1335.3529
FDG04,OUT013,3158.7354
FDR26,OUT035,2596.3225
NCT17,OUT018,2981.8787
FDX35,OUT027,6022.5283
FDS12,OUT046,2080.76
NCZ29,OUT027,3063.4827
FDB38,OUT010,344.97516
FDP12,OUT013,591.74286
FDP22,OUT046,863.7513
FDS26,OUT018,4115.7495
FDR52,OUT046,3152.6516
DRJ13,OUT046,2562.9958
FDU48,OUT027,3018.4512
FDE29,OUT035,1006.24316
NCT29,OUT049,2144.8003
DRK37,OUT018,3065.9038
FDK55,OUT046,1316.4053
FDR07,OUT046,1457.4557
FDO21,OUT027,5912.3047
FDK46,OUT049,4410.255
FDB12,OUT045,1612.6113
FDT31,OUT027,5095.728
FDJ33,OUT045,2075.7332
FDC26,OUT027,2800.4224
NCQ02,OUT045,3107.8062
FDP08,OUT010,435.88135
FDB11,OUT027,5901.457
FDV55,OUT013,2423.6504
FDW20,OUT049,2139.0022
NCJ18,OUT019,333.22153
FDC41,OUT018,1097.4109
FDE14,OUT027,2689.6199
FDG35,OUT013,2165.1074
FDF45,OUT035,1023.99023
FDS19,OUT027,2234.5713
FDS58,OUT019,440.13818
FDA26,OUT017,3704.9917
FDM32,OUT049,1345.9648
FDL45,OUT046,2082.5703
FDZ55,OUT049,2432.7297
FDY37,OUT049,2180.7039
FDO46,OUT046,3119.0605
FDQ60,OUT046,1885.7083
FDA19,OUT018,1827.8726
FDL15,OUT046,2417.576
FDM10,OUT018,2842.5542
NCL05,OUT017,665.6017
DRK49,OUT010,0.0
NCE18,OUT027,6345.087
FDG40,OUT049,640.5432
DRI59,OUT045,3943.871
FDK28,OUT035,4150.295
NCD06,OUT019,87.042465
FDO11,OUT019,589.2522
FDK27,OUT046,1879.9518
FDT43,OUT027,1437.8975
FDD38,OUT018,1468.7108
FDA16,OUT049,3820.1543
FDL14,OUT027,3880.2627
NCM17,OUT049,673.2556
FDD20,OUT045,2103.4934
FDA40,OUT045,1325.0358
FDL43,OUT045,1257.5935
FDV15,OUT045,1689.1145
FDE52,OUT046,1325.6469
NCL17,OUT010,372.56375
NCJ31,OUT045,3549.3596
FDR60,OUT045,1253.9971
NCA18,OUT035,1912.9772
FDS21,OUT027,1868.4071
FDW09,OUT035,1428.7888
FDL26,OUT035,2387.9807
FDS47,OUT018,1237.9497
FDC39,OUT046,3212.9514
FDT51,OUT035,1932.7692
FDK40,OUT035,4199.427
NCG19,OUT045,3429.2598
FDZ07,OUT046,967.4115
FDF08,OUT027,2321.427
FDO04,OUT013,904.8636
FDK41,OUT018,1237.9497
FDP15,OUT049,4552.806
NCD43,OUT018,1459.0262
NCP18,OUT013,2448.6978
FDZ51,OUT046,1452.9363
DRH13,OUT035,1748.1486
FDF38,OUT045,636.08405
NCI43,OUT045,730.36005
FDM38,OUT027,1671.7217
FDS03,OUT013,1182.3374
DRJ47,OUT017,2801.7886
FDT50,OUT010,225.08096
FDV02,OUT046,2797.9941
NCG18,OUT017,1809.4657
FDW52,OUT046,2601.5066
FDS40,OUT035,781.5386
FDN31,OUT017,3144.8623
FDA37,OUT045,2072.023
FDA15,OUT046,4171.491
FDL39,OUT046,2974.6143
FDJ53,OUT045,2069.8032
FDX22,OUT013,3482.7537
NCZ42,OUT045,4210.838
FDD56,OUT027,4521.0723
FDD40,OUT017,3244.977
FDS50,OUT013,3746.2493
NCN14,OUT013,2779.199
FDT15,OUT013,3121.685
NCS18,OUT027,2808.708
NCO26,OUT010,263.22873
FDF58,OUT018,871.00214
NCB19,OUT013,1396.4325
FDH26,OUT017,2110.0552
DRB24,OUT027,3919.246
FDA49,OUT018,1157.5537
FDB32,OUT045,1521.6108
FDI36,OUT017,3285.2148
NCA17,OUT010,322.44598
FDH22,OUT013,2185.204
NCM26,OUT018,1556.4965
FDT15,OUT027,5200.1733
FDB16,OUT018,1172.6676
NCP54,OUT027,3068.6208
FDJ36,OUT013,1682.5387
FDO28,OUT045,1863.2915
FDU09,OUT013,880.0399
FDF29,OUT017,2244.7065
FDY08,OUT013,2176.8828
DRJ59,OUT018,441.3927
FDT23,OUT027,2275.7986
FDU15,OUT018,455.77982
FDT47,OUT013,1634.0648
FDI53,OUT019,381.9975
FDR59,OUT018,3284.0552
FDD53,OUT035,691.5328
FDY51,OUT017,3767.4194
FDT04,OUT049,671.73364
FDU51,OUT049,2899.5193
FDG14,OUT035,2482.8335
NCU06,OUT045,3883.555
DRG25,OUT046,3183.3818
DRH49,OUT035,1439.5199
FDN15,OUT035,2210.7168
FDL43,OUT018,1026.3977
NCT18,OUT049,3208.8364
NCB31,OUT013,3697.6375
FDK57,OUT035,1960.2523
FDY04,OUT019,387.6694
NCP54,OUT046,2082.5703
FDF41,OUT013,3866.7527
FDM01,OUT045,1604.7639
FDW03,OUT045,1641.3329
FDF28,OUT045,2073.713
FDY37,OUT017,2245.6914
FDQ03,OUT017,3833.3828
FDP51,OUT027,3215.4585
FDJ40,OUT017,1847.9899
FDC32,OUT049,1506.371
DRI49,OUT027,2267.093
NCW54,OUT017,969.62274
FDF09,OUT017,741.1346
FDP45,OUT018,3412.8792
DRJ23,OUT018,2907.0073
FDS59,OUT017,1847.9899
FDY08,OUT046,2084.5906
FDX16,OUT049,2448.9468
FDY16,OUT018,3006.9143
FDK32,OUT035,2578.6184
FDQ22,OUT013,608.72406
NCC31,OUT018,2146.7332
FDG58,OUT049,2522.3096
DRF48,OUT013,2975.1196
DRH36,OUT049,1136.338
NCR30,OUT035,1199.8145
FDB03,OUT019,493.81848
FDZ28,OUT027,3006.3772
FDR35,OUT017,3342.8132
DRD15,OUT027,5882.8887
FDJ33,OUT019,339.42508
FDA56,OUT010,345.42725
FDP56,OUT046,768.0914
NCT30,OUT046,792.9808
FDK15,OUT017,1748.1997
FDH44,OUT018,1556.4965
FDV01,OUT013,2444.2878
DRG03,OUT017,2468.3547
FDG50,OUT027,2317.7349
FDR16,OUT010,309.09448
FDZ60,OUT046,1572.8058
DRG03,OUT045,2402.4866
FDS56,OUT018,3693.81
FDU33,OUT045,778.45856
DRD27,OUT035,1662.9763
FDW22,OUT046,3723.475
DRA24,OUT045,2478.3936
FDF38,OUT049,645.8248
FDX48,OUT013,2406.518
FDS58,OUT018,2384.3518
FDC32,OUT046,1449.6244
NCQ29,OUT045,3919.079
DRK39,OUT018,1173.5458
NCS38,OUT017,1914.7946
DRO47,OUT013,1931.712
DRG27,OUT027,1266.181
FDC57,OUT027,5168.7305
FDS55,OUT046,2446.6423
NCJ06,OUT018,1634.3232
FDO01,OUT019,236.45143
NCM55,OUT045,3132.6108
FDC52,OUT049,2471.7778
FDQ15,OUT045,1272.5116
NCT30,OUT027,1461.5228
NCR42,OUT027,1128.4768
FDD28,OUT035,1041.9086
FDQ34,OUT049,1678.2155
FDZ12,OUT027,3101.46
DRE13,OUT019,374.3252
NCN07,OUT019,309.50552
FDM28,OUT035,3031.625
FDI10,OUT017,2875.1987
FDQ25,OUT013,2820.6296
FDA38,OUT010,560.34686
DRI13,OUT049,3708.856
FDY20,OUT027,2418.2834
NCZ53,OUT035,3295.9197
NCM31,OUT013,2417.089
DRB01,OUT017,3207.1755
DRF37,OUT046,4297.057
NCF42,OUT049,2855.6885
FDF16,OUT018,2168.857
FDB41,OUT013,795.0069
FDR34,OUT013,4026.0159
FDR15,OUT018,2146.114
NCV42,OUT019,341.1367
FDW51,OUT035,3272.409
FDU36,OUT017,1581.4476
FDX60,OUT049,1339.4198
FDY03,OUT035,1853.076
FDW55,OUT045,4258.852
FDT01,OUT010,569.9711
FDG58,OUT013,2523.4192
FDK21,OUT017,4396.784
NCS41,OUT019,477.36588
FDS10,OUT045,2842.2312
NCT53,OUT046,2449.3726
FDJ28,OUT018,2874.0715
FDX44,OUT045,1119.7657
FDT20,OUT018,458.85608
FDO44,OUT017,1788.2125
NCX17,OUT049,3465.855
FDY01,OUT017,1886.9133
FDJ12,OUT027,5682.4033
DRK35,OUT018,438.59583
FDD47,OUT019,454.33347
NCM53,OUT035,1676.4419
FDO45,OUT013,1328.1174
NCM42,OUT010,277.93536
FDE04,OUT046,2528.9897
NCI30,OUT027,5938.425
FDZ19,OUT013,2862.1501
FDW57,OUT013,2900.628
FDA25,OUT013,1680.4584
FDT22,OUT046,917.8655
FDP51,OUT013,2099.7825
FDD48,OUT027,2883.229
FDY39,OUT035,3449.5483
FDO48,OUT010,620.62
FDD23,OUT027,5264.426
DRN35,OUT027,1138.5344
FDT01,OUT035,3373.8196
FDC20,OUT010,162.242
DRJ35,OUT035,1010.4666
FDB32,OUT046,1462.7882
FDL24,OUT046,2864.3608
NCV42,OUT035,1907.6896
FDZ46,OUT046,1652.9098
FDC15,OUT013,2477.743
FDD08,OUT019,24.242126
FDY50,OUT049,1254.2197
FDD36,OUT013,1920.298
FDG57,OUT027,1410.7308
FDL21,OUT018,509.8819
FDN16,OUT027,2682.256
FDJ09,OUT027,1362.9755
FDS01,OUT010,483.30606
FDV33,OUT017,3784.6843
DRE12,OUT017,1775.5889
FDR07,OUT013,1529.7173
FDP48,OUT010,530.6732
NCB55,OUT035,936.1473
FDQ08,OUT013,952.7319
FDR34,OUT035,4154.1514
FDO33,OUT046,1862.1698
FDP13,OUT045,627.76105
FDX12,OUT049,3775.5295
NCT06,OUT049,2841.3035
FDR16,OUT019,415.30884
FDE36,OUT046,3034.974
FDZ36,OUT049,3000.416
FDV13,OUT045,1279.86
NCZ17,OUT035,696.8244
FDU56,OUT045,3132.6108
FDM09,OUT035,2764.9294
FDV02,OUT017,2855.005
FDS34,OUT018,1491.5599
FDA11,OUT049,1551.8496
FDP09,OUT017,3473.0806
FDB29,OUT027,2872.9255
FDT19,OUT017,3000.4058
DRH15,OUT017,699.66064
FDY38,OUT046,3619.1401
FDF14,OUT027,3903.8977
FDN48,OUT010,214.50381
FDQ12,OUT013,3974.152
NCJ43,OUT045,2738.4854
FDE17,OUT019,293.04126
FDB05,OUT035,3957.7283
FDH10,OUT045,2641.2825
NCR06,OUT017,801.7964
FDU32,OUT018,1831.5708
FDD56,OUT049,2893.9382
FDO36,OUT018,2650.5046
FDH16,OUT010,238.00282
FDX10,OUT018,529.59155
FDZ37,OUT017,1467.2504
FDU31,OUT010,991.06714
DRC49,OUT049,2147.1973
FDL15,OUT045,2408.7185
FDN32,OUT019,265.19742
DRH59,OUT027,2045.8867
NCU29,OUT049,2517.1375
FDR37,OUT019,324.29608
FDS14,OUT018,2184.5535
FDU02,OUT027,5939.066
FDJ08,OUT035,3136.9963
NCZ06,OUT045,3429.4355
FDO31,OUT049,1292.6719
FDH31,OUT018,1560.0199
FDS58,OUT017,2766.0398
NCA53,OUT027,1396.0442
FDF50,OUT046,3233.9277
NCW42,OUT049,3578.2183
NCQ17,OUT045,2422.2695
FDK51,OUT018,3407.4165
NCW41,OUT010,381.9609
NCR29,OUT017,963.8921
FDB08,OUT019,263.2296
FDA40,OUT027,2350.003
FDL14,OUT018,2343.2202
FDB47,OUT046,3342.0615
FDO03,OUT035,3989.0896
DRK13,OUT019,482.51077
FDX13,OUT010,591.35754
FDF52,OUT046,3130.0723
FDT11,OUT013,2936.2764
FDB08,OUT013,2383.7432
FDQ28,OUT018,2174.1829
FDD29,OUT045,4034.9685
NCQ29,OUT027,6063.888
NCO02,OUT013,1138.5393
FDR56,OUT010,547.4998
NCM54,OUT049,2142.317
FDP51,OUT035,1948.395
FDT38,OUT013,1257.9896
FDZ20,OUT018,3650.8994
FDJ53,OUT013,2078.503
FDX13,OUT049,4108.6055
FDP58,OUT035,3586.4382
NCK31,OUT019,120.29127
FDA35,OUT018,1772.1266
FDV37,OUT018,2959.4849
NCO07,OUT027,5640.178
FDA20,OUT045,3143.329
FDZ59,OUT035,2757.5159
NCY17,OUT017,680.5733
FDQ28,OUT035,2468.3547
FDV35,OUT017,2407.4514
FDQ36,OUT013,647.2861
FDD34,OUT018,2365.9336
FDK51,OUT045,4359.733
FDV31,OUT035,2816.8315
FDR04,OUT035,1654.461
FDR14,OUT049,930.2761
DRC36,OUT010,431.93436
FDE39,OUT019,342.10657
FDP57,OUT049,1641.1338
FDE57,OUT046,2084.9673
NCN18,OUT046,1798.1377
NCQ05,OUT018,2148.6987
FDW47,OUT035,2078.8674
FDV46,OUT035,2221.9456
NCP29,OUT045,960.9512
FDE09,OUT018,1587.1624
NCU06,OUT027,6074.352
FDT19,OUT010,466.3653
DRF15,OUT017,2453.997
DRI51,OUT013,2929.2185
NCX54,OUT013,1652.2241
DRE01,OUT013,3865.3108
NCB07,OUT045,3054.9988
FDU50,OUT035,1907.312
FDG40,OUT035,686.6825
FDW10,OUT018,2421.4753
FDX51,OUT013,3254.9263
NCP17,OUT045,918.05396
FDP21,OUT035,3296.7979
FDL04,OUT045,1615.3351
FDV23,OUT013,2149.0017
FDF24,OUT046,1274.1626
FDH56,OUT027,2871.4836
FDB51,OUT049,984.8147
FDI58,OUT027,2567.1096
FDR20,OUT013,713.0847
FDC51,OUT018,1814.7864
FDB16,OUT027,2323.515
FDE40,OUT049,1024.1582
NCM17,OUT035,709.1255
FDU56,OUT035,3286.4778
FDS32,OUT019,323.37454
FDX02,OUT049,3723.9827
FDT39,OUT027,3762.5383
FDE35,OUT017,992.7719
NCI42,OUT019,632.52716
DRL23,OUT046,1637.9806
FDA10,OUT046,2004.5483
FDA11,OUT013,1526.5533
NCM06,OUT046,2422.0623
NCT05,OUT035,4122.8784
NCQ02,OUT010,529.73834
NCY06,OUT049,2144.8003
FDY56,OUT035,3713.6252
FDL02,OUT035,1645.3041
NCI06,OUT035,2920.3977
FDQ14,OUT045,2404.8835
FDQ12,OUT017,3951.7976
FDP36,OUT046,785.7864
FDK21,OUT027,6323.3423
FDO40,OUT045,2407.6248
NCK54,OUT019,299.1256
FDY09,OUT018,2576.869
NCW30,OUT049,3931.677
NCC55,OUT027,1138.8196
FDE58,OUT018,1612.8624
FDR39,OUT013,3248.363
FDU28,OUT049,3093.0754
FDH08,OUT017,4197.0938
FDG35,OUT045,2090.6885
FDG22,OUT049,655.753
FDC34,OUT035,2609.9084
FDP15,OUT018,3918.5525
FDK34,OUT010,607.51416
FDU45,OUT035,1929.8265
FDQ04,OUT027,1260.7094
FDX22,OUT018,3183.5066
FDB45,OUT017,1565.1656
NCH43,OUT027,5747.6177
DRE60,OUT046,3592.2244
FDD17,OUT027,6111.226
NCM54,OUT017,2131.9595
NCH55,OUT013,2124.642
NCT06,OUT017,2668.7869
FDA48,OUT027,5836.215
FDY58,OUT027,6035.111
FDO25,OUT045,3183.4895
FDN50,OUT045,1554.597
FDH35,OUT035,2640.4395
FDK09,OUT045,3724.4539
FDO16,OUT013,1238.5404
FDW11,OUT045,954.77374
FDU47,OUT027,2846.0203
NCQ42,OUT010,269.7479
FDK55,OUT027,2314.7356
FDN08,OUT049,1965.5195
FDT57,OUT045,4098.4976
FDJ12,OUT018,3190.8904
DRL59,OUT017,1001.5876
NCN53,OUT046,653.5303
FDO51,OUT010,27.447865
FDK56,OUT017,3181.8267
FDY12,OUT035,895.61285
FDU15,OUT035,770.44165
FDQ19,OUT046,4005.1758
DRF15,OUT045,2377.8594
DRE25,OUT019,365.03616
FDK57,OUT018,1719.5464
FDD33,OUT010,495.5903
FDR34,OUT027,6118.3213
FDU04,OUT045,2045.8817
FDE35,OUT019,160.32246
NCD31,OUT035,2763.6428
FDJ56,OUT035,1624.3284
NCU53,OUT046,2252.812
FDD39,OUT035,3396.6753
NCU17,OUT019,438.11224
FDJ20,OUT046,2030.3168
NCW41,OUT018,2215.2441
FDL52,OUT035,668.2006
FDS39,OUT035,2218.135
DRJ47,OUT045,2696.1719
FDP13,OUT010,0.0
DRK39,OUT010,263.11475
FDF28,OUT010,312.98227
FDB09,OUT045,2068.5747
FDM51,OUT046,1569.086
DRM49,OUT018,565.4288
DRF23,OUT013,2797.636
DRH01,OUT035,2818.9934
FDH12,OUT027,2713.229
FDA28,OUT019,337.02783
FDW37,OUT018,1251.1067
FDF02,OUT046,1646.953
DRL37,OUT046,651.44617
NCF43,OUT046,2079.829
FDH08,OUT010,770.6957
FDR34,OUT019,756.86993
NCK19,OUT049,3247.1538
NCD55,OUT018,476.0376
FDT27,OUT049,3735.676
FDQ57,OUT045,2389.6152
FDA47,OUT035,2633.0063
DRG15,OUT027,1754.0427
FDE05,OUT018,2118.233
FDN46,OUT046,1657.6715
FDX27,OUT027,2449.5479
FDT51,OUT045,1775.1869
FDU33,OUT013,709.6524
FDJ16,OUT027,1791.7476
FDD20,OUT019,337.40417
FDT36,OUT049,649.4631
DRF15,OUT027,3857.3032
FDN52,OUT010,237.19395
FDC22,OUT027,5284.2964
FDX15,OUT045,2594.8972
FDT13,OUT013,3222.514
FDU04,OUT017,2203.4639
FDU31,OUT019,629.1542
FDW59,OUT027,2096.2124
NCO29,OUT046,2576.0225
FDL15,OUT035,2474.5867
FDI41,OUT049,2448.9468
FDQ48,OUT049,1599.9592
DRI39,OUT013,943.7761
FDI08,OUT013,4308.493
FDC21,OUT049,1577.0377
FDF58,OUT035,1122.172
FDS08,OUT010,297.3849
FDE47,OUT045,2073.713
NCP18,OUT019,338.5183
NCR41,OUT013,1358.0214
FDA27,OUT013,3781.2756
FDA43,OUT035,3156.0457
FDA49,OUT045,1286.5664
NCE55,OUT018,2567.6152
DRM49,OUT027,1304.6533
FDF22,OUT027,5584.036
FDQ15,OUT018,1307.2601
NCS54,OUT017,2992.792
NCY05,OUT013,593.18463
FDR45,OUT046,3945.59
FDK57,OUT049,2191.753
FDF41,OUT010,615.7325
FDV21,OUT046,2070.4978
FDD51,OUT046,745.2809
FDF33,OUT046,2155.2822
FDA38,OUT046,3900.0574
FDR56,OUT045,3131.528
NCN41,OUT017,2134.4429
FDC60,OUT027,2325.1477
FDB47,OUT045,3333.204
DRH01,OUT013,2826.3484
FDW08,OUT046,1646.953
FDF38,OUT027,1131.3613
FDY32,OUT017,2651.46
FDG34,OUT049,1745.8091
FDG47,OUT019,769.51245
NCF18,OUT035,3143.241
FDL39,OUT019,449.34024
NCH55,OUT035,2149.8506
DRJ35,OUT049,1004.9377
FDS44,OUT035,4020.6711
DRE01,OUT018,3569.5806
FDY39,OUT013,3420.2932
FDY32,OUT018,2479.8257
FDR33,OUT027,2822.1653
NCP50,OUT049,1306.4725
FDZ47,OUT018,1364.5999
FDU57,OUT049,2517.1282
FDY44,OUT013,3245.336
DRH59,OUT018,960.77277
FDB03,OUT027,5760.434
FDY46,OUT045,3039.646
FDM39,OUT045,2769.0066
FDY36,OUT035,1243.2717
NCM55,OUT035,3198.479
FDJ50,OUT010,162.04778
DRL60,OUT013,2439.6663
NCJ54,OUT049,3699.054
FDX59,OUT017,669.83325
FDI07,OUT013,3275.0808
DRF51,OUT010,0.0
FDM14,OUT017,1912.5792
FDP21,OUT045,3155.5847
FDE40,OUT035,1026.3729
FDE05,OUT035,2458.2783
FDM13,OUT027,2996.9756
FDC34,OUT027,4064.3296
NCI55,OUT018,1825.0641
NCE43,OUT018,2618.7793
FDW58,OUT018,842.92694
FDG60,OUT045,3651.103
FDV31,OUT017,2816.8315
FDR47,OUT013,3156.7405
FDM60,OUT019,26.992863
NCF06,OUT018,2989.5789
NCN26,OUT027,2795.205
FDQ59,OUT049,1346.8337
FDF09,OUT046,615.4972
NCS06,OUT017,4464.133
FDT44,OUT046,1862.1698
FDI19,OUT017,3886.6926
FDT22,OUT017,987.94025
NCF54,OUT027,4434.2407
DRG25,OUT045,3174.5244
FDB59,OUT017,3240.0818
FDQ37,OUT017,3414.6045
FDP56,OUT035,808.17804
FDW44,OUT035,2906.1821
FDJ26,OUT010,573.7774
FDU43,OUT018,3160.7458
FDW33,OUT045,1640.4926
NCX53,OUT027,3024.927
FDN56,OUT010,403.0356
DRF15,OUT049,2454.085
FDO33,OUT017,1912.3975
FDZ39,OUT010,195.68707
NCJ19,OUT017,919.45715
FDU01,OUT035,2942.9104
FDT12,OUT035,3577.4062
NCM18,OUT018,853.7558
FDP19,OUT017,2103.1064
NCR42,OUT049,642.9404
FDN10,OUT046,1861.4021
FDG44,OUT017,928.03754
FDQ10,OUT046,2836.505
DRH13,OUT049,1648.725
FDT52,OUT013,3938.7336
FDM56,OUT045,1782.1213
NCO43,OUT010,262.8877
NCV29,OUT035,2980.0754
NCF06,OUT013,3669.6638
FDO50,OUT035,1542.431
FDT59,OUT013,4026.0159
FDX40,OUT027,1157.2704
FDE50,OUT017,3216.278
FDX51,OUT017,3345.2102
NCD30,OUT018,1358.2057
FDK15,OUT013,1856.9812
FDL12,OUT045,936.2834
FDK46,OUT017,4351.704
DRH49,OUT010,230.23987
FDQ57,OUT046,2398.4727
FDY59,OUT017,1513.4016
FDO09,OUT018,3858.8213
NCG30,OUT035,2080.544
FDM09,OUT017,2764.9294
NCN17,OUT027,2656.772
NCS42,OUT013,1339.3611
FDD02,OUT019,343.0968
FDE34,OUT013,3223.8914
FDU38,OUT045,3163.5771
FDB33,OUT046,2529.7788
NCJ29,OUT017,1402.7836
FDZ27,OUT035,881.15186
FDI40,OUT013,1607.8821
FDG22,OUT013,613.5325
FDT51,OUT017,1932.7692
FDF20,OUT018,2974.467
FDV50,OUT035,2132.4211
FDT02,OUT049,659.2271
DRC49,OUT017,2470.7517
FDF26,OUT049,2501.5122
FDV52,OUT035,1743.1542
FDX59,OUT049,633.9634
FDV25,OUT035,3589.488
FDW23,OUT027,1062.6196
FDE53,OUT018,1420.0482
FDA19,OUT017,2167.918
FDH22,OUT046,2092.9119
NCO41,OUT013,1606.3738
FDX12,OUT017,3985.384
FDF17,OUT013,3389.3428
FDS11,OUT045,3658.4753
FDR51,OUT035,2500.8967
FDT49,OUT010,272.86282
FDC56,OUT013,2152.3855
FDR13,OUT027,2878.8474
FDQ60,OUT035,2064.743
FDN38,OUT049,3937.7944
NCL29,OUT013,2662.4465
FDO13,OUT027,4219.227
FDE26,OUT018,2347.0586
FDA31,OUT010,443.6085
FDX14,OUT035,1239.5681
FDA34,OUT045,2809.7258
FDF26,OUT013,2476.2158
FDE38,OUT045,2705.7512
DRI11,OUT046,1853.5149
FDQ60,OUT027,2802.8584
FDL21,OUT027,1009.99274
DRC12,OUT027,5214.3955
FDC47,OUT046,3733.3113
FDE57,OUT045,2076.1099
FDT14,OUT045,2032.7814
NCZ53,OUT046,3163.564
FDE28,OUT018,3559.0132
FDR19,OUT035,2466.333
NCF54,OUT019,357.2726
FDZ08,OUT046,1285.1252
NCJ05,OUT018,2067.8674
FDF59,OUT046,2077.4321
NCO05,OUT035,1709.9208
FDW24,OUT018,584.0354
NCX42,OUT018,2433.9119
NCA53,OUT035,883.1172
FDI45,OUT019,435.20276
FDG46,OUT046,1864.9432
FDM20,OUT010,715.87866
FDW11,OUT010,188.07855
FDX08,OUT035,3073.112
NCK17,OUT035,681.45636
FDK32,OUT018,2128.3093
NCA42,OUT035,2726.596
DRI01,OUT035,2843.6125
NCL55,OUT049,4063.3223
DRE25,OUT018,1355.8257
FDD14,OUT017,3097.0972
FDB10,OUT046,3721.136
DRN11,OUT035,2457.6995
FDP38,OUT018,602.82825
NCA30,OUT017,3126.2134
FDT15,OUT017,3009.3616
NCP55,OUT018,766.76263
FDF12,OUT035,2476.173
FDM21,OUT018,3769.2358
FDX56,OUT035,3271.51
FDF10,OUT017,2466.333
FDT32,OUT045,3039.646
FDM51,OUT018,1420.0482
NCR50,OUT018,2151.2942
FDI19,OUT049,3897.05
FDX21,OUT017,1707.8992
FDR31,OUT035,2479.073
FDY02,OUT013,4467.499
NCA29,OUT045,2793.511
NCX17,OUT046,3167.215
FDM12,OUT045,3110.3403
FDI53,OUT027,4245.041
NCU30,OUT049,2579.8765
FDC56,OUT027,3125.5337
FDK27,OUT018,1814.7864
